word,meaning,image 
crotchet,"{'Noun': ['a sharp curve or crook; a shape resembling a hook', 'a musical note having the time value of a quarter of a whole note', 'a strange attitude or habit', 'a small tool or hooklike implement']}",
dank,{'Adjective': ['unpleasantly cool and humid']},
dapper,{'Adjective': ['marked by up-to-dateness in dress and manners']},
dastard,"{'Noun': ['a despicable coward'], 'Adjective': ['despicably cowardly']}",
haun,,
dawdlcr,,
dcbauch,,
debilitate,{'Verb': ['make weak']},
debonalr,,
decadence,{'Noun': ['the state of being degenerate in mental or moral qualities']},
decant,{'Verb': ['pour out']},
decimate,"{'Verb': ['kill one in every ten, as of mutineers in Roman armies', 'kill in large numbers']}",
defalcate,"{'Verb': [""appropriate (as property entrusted to one's care""]}",
deferential,{'Adjective': ['showing deference']},
defray,{'Verb': ['bear the expenses of']},
defunct,"{'Adjective': ['no longer in force or use; inactive', 'having ceased to exist or live']}",
deify,"{'Verb': ['consider as a god or godlike', 'exalt to the position of a God']}",
deign,"{'Verb': [""do something that one considers to be below one's dignity""]}",
delineate,"{'Verb': ['show the form or outline of', 'determine the essential quality of', 'trace the shape of', 'make a mark or lines on a surface', 'describe in vivid detail'], 'Adjective': ['represented accurately or precisely']}",
delusion,"{'Noun': ['(psychology', 'a mistaken or unfounded opinion or idea', 'the act of deluding; deception by creating illusory ideas']}",
demeanou,,
denigrate,"{'Verb': ['cause to seem less serious; play down', 'charge falsely or with malicious intent; attack the good name and reputation of someone']}",
deposition,"{'Noun': ['the natural process of laying down a deposit of something', 'the act of putting something somewhere', 'the act of deposing someone; removing a powerful person from a position or office']}",
deprave,{'Verb': ['corrupt morally or by intemperance or sensuality']},
deprecate,"{'Verb': ['express strong disapproval of; deplore', 'belittle']}",
depredation,"{'Noun': ['an act of plundering and pillaging and marauding', '(usually plural']}",
deride,{'Verb': ['treat or speak of with contempt']},
derision,"{'Noun': ['contemptuous laughter', 'the act of deriding or treating with contempt']}",
descry,{'Verb': ['catch sight of']},
desecrate,"{'Verb': ['violate the sacred character of a place or language', 'remove the consecration from a person or an object']}",
desperado,{'Noun': ['a bold outlaw (especially on the American frontier']},
despondency,{'Noun': ['feeling downcast and disheartened and hopeless']},
deluge,"{'Noun': ['an overwhelming number or amount', 'a heavy rain', 'the rising of a body of water and its overflowing onto normally dry land'], 'Verb': ['fill quickly beyond capacity; as with a liquid', 'charge someone with too many tasks', 'fill or cover completely, usually with water']}",
desultory,{'Adjective': ['marked by lack of definite plan or regularity or purpose; jumping from one thing to another']},
detention,"{'Noun': ['a state of being confined (usually for a short time', 'a punishment in which a student must stay at school after others have gone home']}",
devolve,"{'Verb': ['pass on or delegate to another', 'be inherited by', 'grow worse']}",
diacritic,"{'Noun': ['a mark added to a letter to indicate a special pronunciation'], 'Adjective': ['capable of distinguishing']}",
diaphanous,{'Adjective': ['so thin as to transmit light']},
diatribe,{'Noun': ['thunderous verbal attack']},
dichotomy,{'Noun': ['being twofold; a classification into two opposed parts or subclasses']},
diligent,"{'Adjective': ['quietly and steadily persevering especially in detail or exactness', 'or patient', 'or patient', 'characterized by care and perseverance in carrying out tasks']}",
dirge,{'Noun': ['a song or hymn of mourning composed or performed as a memorial to a dead person']},
disconcert,"{'Verb': ['cause to feel embarrassment', ""cause to lose one's composure""]}",
disconsolate,"{'Adjective': ['sad beyond comforting; incapable of being consoled', 'causing dejection']}",
discursive,"{'Adjective': ['proceeding to a conclusion by reason or argument rather than intuition', '(of e.g. speech and writing']}",
disenchanted,"{'Verb': ['free from enchantment'], 'Adjective': ['freed from enchantment']}",
disencumber,{'Verb': ['release from entanglement of difficulty']},
disgorge,"{'Verb': ['cause or allow (a solid substance', 'eject the contents of the stomach through the mouth']}",
dishevel,{'Verb': ['disarrange or rumple; dishevel']},
disingenuous,{'Adjective': ['not straightforward or candid; giving a false appearance of frankness']},
disparage,{'Verb': ['express a negative opinion of']},
disport,"{'Verb': ['occupy in an agreeable, entertaining or pleasant fashion', 'play boisterously']}",
disquict,,
disquisiton,,
disseminate,{'Verb': ['cause to become widely known']},
distend,"{'Verb': ['become wider', 'cause to expand as it by internal pressure', 'swell from or as if from internal pressure']}",
divestiture,"{'Noun': ['an order to an offending party to rid itself of property; it has the purpose of depriving the defendant of the gains of wrongful behavior', 'the sale by a company of a product line or a subsidiary or a division']}",
doggerel,{'Noun': ['a comic verse of irregular measure']},
dolorous,{'Adjective': ['showing sorrow']},
droll,{'Adjective': ['comical in an odd or whimsical manner']},
dulcet,"{'Adjective': ['extremely pleasant in a gentle way', 'pleasing to the ear']}",
duress,{'Noun': ['compulsory force or threat']},
ebullience,{'Noun': ['overflowing with eager enjoyment or approval']},
ebullient,{'Adjective': ['joyously unrestrained']},
eclat,"{'Noun': ['enthusiastic approval', 'ceremonial elegance and splendor', 'brilliant or conspicuous success or effect']}",
efface,"{'Verb': ['remove completely from recognition or memory', 'make inconspicuous', 'remove by or as if by rubbing or erasing']}",
effeminate,{'Adjective': ['having unsuitable feminine qualities']},
effervesce,{'Verb': ['become bubbly or frothy or foaming']},
effete,"{'Adjective': ['affected, overrefined, and effeminate', 'deprived of vigor and the ability to be effective']}",
effrontery,{'Noun': ['audacious (even arrogant']},
effusion,"{'Noun': ['an unrestrained expression of emotion', 'flow under pressure']}",
egalitarian,"{'Noun': ['a person who believes in the equality of all people'], 'Adjective': ['favoring social equality']}",
egregious,{'Adjective': ['conspicuously and outrageously bad or reprehensible']},
elision,"{'Noun': ['omission of a sound between two words (usually a vowel and the end of one word or the beginning of the next', 'a deliberate act of omission']}",
elucidate,"{'Verb': ['make clear and (more', 'make free from confusion or ambiguity; make clear']}",
emancipate,"{'Verb': ['give equal rights to; of women and minorities', 'free from slavery or servitude']}",
emasculate,"{'Verb': ['deprive of strength or vigor', 'remove the testicles of a male animal'], 'Adjective': ['having unsuitable feminine qualities']}",
embargo,"{'Noun': ['a government order imposing a trade barrier'], 'Verb': ['ban the publication of (documents', 'prevent commerce']}",
emollent,,
empathy,"{'Noun': [""understanding and entering into another's feelings""]}",
empirical,"{'Adjective': ['derived from experiment and observation rather than theory', 'relying on medical quackery']}",
encominn,,
endemic,"{'Noun': ['a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location', 'a plant that is native to a certain limited area'], 'Adjective': ['of or relating to a disease (or anything resembling a disease', 'native to or confined to a certain region', 'originating where it is found']}",
enervate,"{'Verb': ['weaken mentally or morally', 'disturb the composure of']}",
enfeeble,{'Verb': ['make weak']},
enigma,"{'Noun': ['something that baffles understanding and cannot be explained', 'a difficult problem']}",
entourage,{'Noun': ['the group following and attending to some important person']},
epicurean,"{'Noun': ['a person devoted to refined sensuous enjoyment (especially good food and drink'], 'Adjective': ['of Epicurus or epicureanism', 'devoted to pleasure', 'displaying luxury and furnishing gratification to the senses']}",
epigram,{'Noun': ['a witty saying']},
epistle,"{'Noun': ['a specially long, formal letter', 'a book of the New Testament written in the form of a letter from an Apostle']}",
cquanimity,,
equcstrian,,
cquipoisc,,
equitable,{'Adjective': ['fair to all parties as dictated by reason and conscience']},
equivocal,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'open to question', 'uncertain as a sign or indication']}",
equivocate,{'Verb': ['be deliberately ambiguous or unclear in order to mislead or withhold information']},
erronuous,,
eschew,{'Verb': ['avoid and stay away from deliberately; stay clear of']},
esoteric,{'Adjective': ['confined to and understandable by only an enlightened inner circle']},
estrange,"{'Verb': ['remove from customary environment or associations', 'arouse hostility or indifference in where there had formerly been love, affection, or friendliness']}",
